smiles,pIC50,docking_score
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3[C@H](C)CO)n2)cc1C1CC1NC(=O)OCC(F)(F)F,8.0,-8.95091
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3[C@H](C)CO)n2)cc1C1CC1NS(=O)(=O)CCC(F)(F)F,8.25964,-9.12203
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3[C@H](C)CO)n2)cc1C1CC1NS(=O)(=O)N(C)C,8.25964,-10.09242
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C(=O)O)n2)cc1-n1cnc(C2CC2)c1,6.506426666666667,-10.37886
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C(F)(F)F)n2)cc1-n1cnc(C2CC2)c1,7.25964,-10.59789
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)c2)cc1-n1cnc(C2CC2)c1,7.25964,-10.64894
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cc(C2CC2)on1,7.25964,-10.43671
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1ccc(C2CC2)s1,7.25964,-10.22584
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1ccccn1,6.25964,-10.61964
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cccnc1,8.25964,-10.49502
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1ccn(C(C)C)n1,7.25964,-10.59225
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1ccncc1,7.25964,-10.52755
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cn(C(C)C)cn1,7.25964,-10.29582
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cnn(C(C)(C)C)c1,8.25964,-10.55961
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cnn(C(C)C)c1,8.25964,-10.4005
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cnn(C(F)(F)F)c1,7.25964,-10.79107
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-c1cnn(C2CC2)c1,8.25964,-10.54438
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C(C)(C)C)c1,8.25964,-10.44824
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C(F)(F)F)c1,7.00964,-10.62015
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.42153
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(CO)CO)n2)cc1-n1cnc(C2CC2)c1,9.0,-10.48398
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C3(C)CC3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.85076
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C3CC(F)(F)C3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-11.22177
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C3CC3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.1915
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C3CCC3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.65941
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C3CCCC3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.67007
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3CC(C)(C)C)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.39929
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3CC(C)C)n2)cc1-n1cnc(C2CC2)c1,7.25964,-10.17067
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3CC(F)F)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.14417
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H](C)CF)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.37466
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H](C)CO)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.46877
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H]3CCOC3)n2)cc1-c1cnn(C2CC2)c1,8.25964,-10.39105
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H]3CCOC3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.57594
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CCO)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.20104
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CF)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.37527
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1ccc(C2CC2)s1,8.25964,-10.54679
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1ccn(C(C)C)n1,7.25964,-10.64431
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1cn(C(C)C)cn1,7.25964,-10.46654
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1cnn(C(C)(C)C)c1,8.25964,-10.90073
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1cnn(C(C)C)c1,8.25964,-10.56096
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1cnn(C(F)(F)F)c1,8.25964,-10.76574
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-c1cnn(C2CC2)c1,8.25964,-10.75745
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-n1cnc(C(F)(F)F)c1,8.25964,-10.92095
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-n1cnc(C2CC2)c1,8.25964,-10.43578
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)COC(=O)c3ccccc3)n2)cc1-n1cnc(C2CC2)c1,6.333333333333333,-10.9408
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3CCOC3)n2)cc1-c1cnn(C2CC2)c1,8.25964,-9.62305
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3CCOC3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-11.08195
Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3C[C@@H](O)C3)n2)cc1-n1cnc(C2CC2)c1,8.25964,-11.18946
Cc1cc(F)c(C(=O)Nc2cccc(-n3ccnc3C(C)C)n2)cc1-n1cnc(C2CC2)c1,6.333333333333333,-10.38428
Cc1cc(F)c(C(=O)Nc2cccc(-n3cnnc3)n2)cc1-n1cnc(C2CC2)c1,6.333333333333333,-9.77012
Cc1cc(F)c(C(=O)Nc2cccc(-n3cnnc3C(C)C)n2)cc1-n1cnc(C2CC2)c1,6.0,-10.56942
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1ccn(C(C)C)n1,6.0,-10.53769
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cn(C(C)C)cn1,6.0,-10.26838
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C(C)(C)C)c1,8.25964,-10.52477
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C(C)C)c1,8.25964,-10.58973
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C(F)(F)F)c1,6.25964,-10.67871
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C2CC2)c1,8.25964,-10.50262
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C(C)(C)C)c1,8.25964,-10.48986
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C(F)(F)F)c1,6.6298200000000005,-10.41525
Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C2CC2)c1,7.94473,-10.4522
Cc1cc(F)c(C(=O)Nc2cccc3c2OC2(CC2)Cn2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.27572,-11.60717
Cc1cc(F)c(C(=O)Nc2cccc3c2OC2(CC2)Cn2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.37675,-11.66835
Cc1cc(F)c(C(=O)Nc2cccc3c2OC2(CCC2)Cn2nnnc2-3)cc1-n1cnc(C2CC2)c1,7.93554,-11.42871
Cc1cc(F)c(C(=O)Nc2cccc3c2OCC(C)(C)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.25181,-9.8306
Cc1cc(F)c(C(=O)Nc2cccc3c2OCC(C)(C)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.284,-10.0768
Cc1cc(F)c(C(=O)Nc2cccc3c2OCC2(CC2)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,9.30103,-10.68301
Cc1cc(F)c(C(=O)Nc2cccc3c2OCC2(CC2)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.37675,-11.50505
Cc1cc(F)c(C(=O)Nc2cccc3c2OCCn2cnc(Br)c2-3)cc1-n1cnc(C2CC2)c1,7.40012,-8.33333
Cc1cc(F)c(C(=O)Nc2cccc3c2OCCn2cnc(C)c2-3)cc1-n1cnc(C2CC2)c1,6.51286,-10.46416
Cc1cc(F)c(C(=O)Nc2cccc3c2OCCn2cncc2-3)cc1-n1cnc(C2CC2)c1,8.24413,-10.72983
Cc1cc(F)c(C(=O)Nc2cccc3c2OCCn2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.07058,-11.31884
Cc1cc(F)c(C(=O)Nc2cccc3c2OCCn2nncc2-3)cc1-n1cnc(C2CC2)c1,9.30103,-10.24301
Cc1cc(F)c(C(=O)Nc2cccc3c2OCCn2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.18046,-10.44424
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](C)n2cncc2-3)cc1-n1cnc(C2CC2)c1,8.16749,-11.39628
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](C)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.23657,-11.62727
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](C)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.23657,-11.48055
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](C2CC2)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,7.93181,-11.23144
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](C2CC2)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.3279,-10.38715
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](CF)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.34679,-10.41859
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](CF)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.34679,-11.42232
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](CO)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,7.96257,-11.7207
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](C)n2cncc2-3)cc1-n1cnc(C2CC2)c1,7.82102,-11.27038
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](C)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.04096,-8.96845
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](C)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.24413,-9.58348
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](CF)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.50864,-9.42366
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](CF)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,8.09691,-9.96183
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](CO)n2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.284,-9.31533
Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](CO)n2nnnc2-3)cc1-n1cnc(C2CC2)c1,9.04576,-9.76607
Cc1cc(F)c(C(=O)Nc2cccc3c2O[C@@H](C)Cn2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.60206,-11.37869
Cc1cc(F)c(C(=O)Nc2cccc3c2O[C@@H](C)Cn2nnnc2-3)cc1-n1cnc(C2CC2)c1,7.77469,-11.41027
Cc1cc(F)c(C(=O)Nc2cccc3c2O[C@H](C)Cn2cnnc2-3)cc1-n1cnc(C2CC2)c1,8.38722,-11.42165
Cc1cc(F)c(C(=O)Nc2cccc3c2O[C@H](C)Cn2nnnc2-3)cc1-n1cnc(C2CC2)c1,9.04576,-11.53971
Cc1cc(F)c(C(=O)Nc2ccccn2)cc1-n1cnc(C2CC2)c1,6.214155304038007,-8.1694
Cc1cc(F)c(C(=O)Nc2ccnc(-c3nnn[nH]3)n2)cc1-n1cnc(C2CC2)c1,6.0,-9.45873
Cc1cc(F)c(C(=O)Nc2ccnc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,7.25964,-9.95083
Cc1cc(F)c(C(=O)O)cc1-c1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)C2,8.33724,-11.43036
Cc1cc(N2CCN(c3cccc(-c4nncn4C(C)C)n3)C2=O)ccc1N1CCOCC1,7.0,-9.75433
Cc1cc(N2CCN(c3cccc(-c4nncn4C(C)C)n3)C2=O)ccc1S(C)(=O)=O,7.0,-9.3294
Cc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]n1,6.85,-8.69678
Cc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)n(C)n1,6.881342533350853,-8.91449
Cc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)n[nH]1,9.848017604542529,-8.82374
Cc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)nn1C,8.347788013442678,-8.93182
Cc1cc(S(C)(=O)=O)ccc1N1CCN(c2cccc(-c3nncn3C(C)C)n2)C1=O,7.0,-9.68752
Cc1cc2c(-c3ccc(S(=O)(=O)NCCN)s3)ccnc2[nH]1,7.60021875950632,-7.97262
Cc1cc2c(F)cn(-c3cccc(-c4nnc5n4CCCC5)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.27984,-9.57008
Cc1cc2c(F)cn(-c3cccc(-c4nncn4C(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.79342
Cc1cc2c(cc1-c1cccnc1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,6.69897,-10.52474
Cc1cc2c(cc1-c1cncnc1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)CO2,7.69897,-10.91703
Cc1cc2c(cc1-c1cnn(C(C)C)c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)CC2,8.4437,-10.24
Cc1cc2c(cc1-c1cnn(C(C)C)c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)CO2,8.34679,-10.97913
Cc1cc2c(cc1-c1cnn(C3CCOC3)c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)CO2,7.97469,-11.03007
Cc1cc2c(cc1-c1cnn(CC3CC3)c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)CO2,8.35655,-10.49419
Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nnc4n3C3(CC4)CC3)n1)C2,8.25964,-10.77018
Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nnc4n3CCC4)n1)C2,8.07572,-10.51549
Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nnc4n3CCC4)n1)CC2,7.30103,-9.62016
Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nnc4n3CCCC4)n1)CC2,7.30103,-9.20843
Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nnc4n3[C@H](C(F)(F)F)CC4)n1)C2,8.02687,-11.08706
Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)CC2,8.02288,-9.64591
Cc1cc2c(cc1OC(C)C)C(=O)N(c1cccc(-c3nnnn3[C@H](C)CO)n1)C2,8.25964,-10.24798
Cc1cc2c(s1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,6.349485,-9.33241
Cc1cc2ccn(-c3cccc(-c4nncn4C(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.6281
Cc1cc2nc(N)cc(-c3cccc(CO)c3)n2n1,6.0,-8.25057
Cc1cc2nc(NC(=O)[C@@H]3C[C@H]3c3ccccc3)cc(-c3ccccc3)n2n1,7.0,-9.08834
Cc1cc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cc(-c3ccc(F)c(CO)c3)n2n1,7.0,-9.22083
Cc1cc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cc(-c3cccc(CCCO)c3)n2n1,7.0,-9.63099
Cc1cc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cc(-c3cccc(CO)c3)n2n1,7.0,-9.74303
Cc1cc2nc(NC(=O)c3ccc(C(C)(C)CO)cc3)cc(-c3ccccc3)n2n1,7.0,-8.82471
Cc1cc2nc(NC(=O)c3ccc(C(C)(C)CO)cc3)cc(N(C)CCc3ccccc3)n2n1,6.0,-8.86656
Cc1cc2nc(NC(=O)c3ccc(C(C)(C)O)cc3)cc(-c3ccccc3)n2n1,7.0,-9.3181
Cc1cc2nc(NC(=O)c3ccc(C(C)(C)O)cc3)cc(N3CC[C@@H](O)C3)n2n1,7.0,-9.10198
Cc1cc2nc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc(-c3ccccc3)n2n1,7.30103,-9.20756
Cc1cc2nc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc(-c3ccccc3)n2n1,7.30103,-8.68861
Cc1cc2ncn(-c3cccc(-c4nnc(C)n4C(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.27984,-9.96967
Cc1cc2ncn(-c3cccc(-c4nnc(C)n4C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.0,-9.9561
Cc1cc2ncn(-c3cccc(-c4nnc5n4CCC5)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.27984,-10.54728
Cc1cc2ncn(-c3cccc(-c4nnc5n4CCCC5)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.27984,-9.76428
Cc1cc2ncn(-c3cccc(-c4nncn4C(C)(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.82904
Cc1cc2ncn(-c3cccc(-c4nncn4C(C)C)c3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.0,-10.97854
Cc1cc2ncn(-c3cccc(-c4nncn4C(C)C)n3)c(=O)c2cc1-c1ccc(C(C)C)nc1,7.30103,-10.83593
Cc1cc2ncn(-c3cccc(-c4nncn4C(C)C)n3)c(=O)c2cc1-n1cnc(-c2ccccc2)c1,7.30103,-10.63552
Cc1cc2ncn(-c3cccc(-c4nncn4C(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.31519
Cc1cc2ncn(-c3cccc(-c4nncn4C(C)CO)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.99223
Cc1cc2ncn(-c3cccc(-c4nncn4C4CC4)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.7585
Cc1cc2ncn(-c3cccc(-c4nncn4C4CCC(F)(F)CC4)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.27984,-10.0194
Cc1cc2ncn(-c3cccc(-c4nncn4C4CCCC4)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-11.05866
Cc1cc2ncn(-c3cccc(-c4nncn4C4CCCCC4)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.04225
Cc1cc2ncn(-c3cccc(-c4nncn4C4CCOCC4)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.27984,-11.07403
Cc1cc2ncn(-c3cccc(-c4nncn4CC(F)(F)F)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-10.78042
Cc1cc2ncn(-c3csc(-c4nncn4C(C)C)c3)c(=O)c2cc1-n1cnc(C2CC2)c1,6.0,-9.18508
Cc1cc2ncn(-c3csc(-c4nncn4C(C)C)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,7.30103,-9.72465
Cc1ccc(-c2c[nH]c(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)c2)cc1,8.22185,-9.43951
Cc1ccc(-c2cc(N)nc3ccnn23)cc1,6.0,-7.46888
Cc1ccc(-c2cc(NC(=O)c3ccc(C(C)(C)O)cc3)nc3ccnn23)cc1,7.0,-8.77561
Cc1ccc(-c2cc3c(cc2F)OCCCCn2cnnc2C2=CC=CC(=NC3=O)N2)cn1,7.0,-9.29156
Cc1ccc(-c2cc3ncn(-c4cccc(-c5nncn5C(C)C)n4)c(=O)c3cc2-n2cnc(C3CC3)c2)cn1,7.30103,-10.55052
Cc1ccc(-c2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]2)cc1,7.9914,-10.03093
Cc1ccc(-c2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]2)cc1C,8.30103,-9.9227
Cc1ccc(-c2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]2)cc1F,8.284,-10.1631
Cc1ccc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C(C)C)n2)C3)cc1C(=O)O,8.25181,-10.97637
Cc1ccc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C4CC4)n2)C3)cn1,6.69897,-10.71173
Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,7.220616666666667,-9.36666
Cc1ccc(-c2cnc(-c3cccc(-c4nncn4C(C)C)n3)o2)c(C)c1,7.30103,-9.36726
Cc1ccc(-c2cnc(-c3cccc(-c4nncn4C(C)C)n3)o2)c(F)c1,7.30103,-9.41539
Cc1ccc(-c2cnc(-c3cccc(-c4nncn4C(C)C)n3)o2)cc1,7.30103,-9.32858
Cc1ccc(-c2cnc(-c3cccc(-c4nncn4[C@H](C)CO)n3)o2)c(C)c1,7.30103,-8.66014
Cc1ccc(-c2cnc(-c3cccc(-c4nncn4[C@H](C)CO)n3)o2)c(F)c1,7.30103,-8.93188
Cc1ccc(-c2cnc(-c3cccc(-c4nncn4[C@H](C)CO)n3)o2)cc1,7.30103,-9.51012
Cc1ccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc1-n1cnc(C2CC2)c1,7.1528488733520215,-10.70364
Cc1ccc(-n2ccn(-c3cccc(-c4nncn4C(C)C)n3)c2=O)nc1,7.30103,-9.40249
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,4.76144,-9.10611
Cc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccc(C(C)(C)C)cc2)cc1,5.358275000000001,-6.14771
Cc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(F)cc4s3)C2c2ccc(C(C)(C)C)cc2)cc1,5.119595,-6.14523
Cc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(F)cc4s3)C2c2ccc(C(C)(C)C)cc2)o1,6.809779433943235,-7.10724
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,5.0,-9.01797
Cc1ccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]1,7.46344,-9.18145
Cc1ccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(F)c1,8.273171506521045,-9.57974
Cc1ccc(C(=O)Nc2cccc(-c3nncn3C3CC3)n2)cc1-n1cnc(C2CC2)c1,7.965909999999999,-10.2499
Cc1ccc(C(=O)O)cc1-c1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)C2,8.22915,-11.01828
Cc1ccc(C(O)=C2C(=O)C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccc(C(C)(C)C)cc2)cc1,8.356547323513812,-6.03298
Cc1ccc(C(O)=C2C(=O)C(=O)N(c3nc4ccc(F)cc4s3)C2c2ccc(C(C)(C)C)cc2)cc1,8.119186407719209,41.62209
Cc1ccc(C2CC(N3CCN(c4cccc(-c5nncn5C(C)C)n4)C3=O)C2)cn1,8.27901,-9.77507
Cc1ccc(CCN2CCN(c3cccc(-c4nncn4C(C)C)n3)C2=O)cn1,7.77989,-9.16154
Cc1ccc(CNc2cccc3nc(NC(=O)c4cccnc4)nn23)o1,5.00612,-8.43487
Cc1ccc(NC(=O)N2N=CCC2c2ccccc2)cc1C#Cc1cnc2cccnn12.O=C(O)C(F)(F)F,7.51004,-9.59912
Cc1ccc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)nc1,7.30103,-8.93411
Cc1ccc(NC(=O)Nc2cccc(-c3nncn3C(C)CO)n2)nc1,7.30103,-8.95969
Cc1ccc(NC(=O)Nc2cccc(-c3nncn3[C@H](C)CO)n2)nc1,7.30103,-9.10267
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,5.0,-9.7981
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(Nc3ccc(OCCN)cc3)ncc2c1,5.0,-8.92874
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1cc(Nc2ccc(OCCNC(=O)COCCOCCOCCOCCN)cc2)ncn1,5.0,-8.51232
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ncnc(Nc2ccc(OCCNC(=O)COCCOCCOCCOCCN)cc2)n1,5.0,-7.34107
Cc1ccc2c(Nc3cccc(OC(F)(F)F)c3)nccc2c1Nc1ncccc1-c1ncnc2nc[nH]c12,7.93181,-8.55855
Cc1ccc2c(c1)C(=O)N=C1C=CC=C(N1)c1nncn1CCCCO2,7.0,-7.82662
Cc1ccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c2c1,8.982063078144161,-9.71232
Cc1ccc2nc(N3C(=O)C(=O)C(=C(O)c4ccc(F)cc4)C3c3ccc(Cl)cc3)sc2c1,8.537602002101044,9.95152
Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(F)cc4)C3c3ccc(Cl)cc3)sc2c1,5.5388,-9.00939
